0.003041654	1
0.003041654	2
0.003041654	3
0.003041654	0
0.003041654	0
0.003274814	0
0.003507973	0
0.003741133	1
0.003974293	2
0.004207453	0
0.004440612	0
0.004673772	0
0.004498827	0
0.004323881	0
0.004148936	1
0.00397399	2
0.003799045	0
0.003624099	0
0.003449153	0
0.003593563	0
0.003737973	0
0.003882383	1
0.004026793	2
0.004171203	0
0.004315613	0
0.004460023	0
0.004604433	0
0.004748842	0
0.004893252	1
0.005037662	2
0.005182072	0
0.005326482	0
0.005470892	0
0.005615302	0
0.005759712	0
0.005702581	1
0.00564545	2
0.00558832	0
0.005531189	0
0.005474058	0
0.005416928	0
0.005359797	0
0.005302666	1
0.005245536	2
0.005188405	0
0.005131275	0
0.005074144	0
0.005017013	0
0.004959883	0
0.004902752	1
0.004845621	2
0.004788491	0
0.00473136	0
0.004674229	0
0.004617099	0
0.004559968	0
0.004502838	1
0.004445707	2
0.004388576	0
0.004331446	0
0.004274315	0
0.004217184	0
0.004160054	0
0.004102923	1
0.004045792	2
0.003988662	0
0.004053582	0
0.004118502	0
0.004183422	0
0.004248342	0
0.004313262	1
0.004378182	2
0.004443102	0
0.004508022	0
0.004572942	0
0.004637862	0
0.004702782	0
0.004767702	1
0.004832622	2
0.004897542	0
0.004962462	0
0.005027382	0
0.005092302	3
0.005157222	0
0.005222142	1
0.005287061	2
0.005351981	0
0.005416901	0
0.005481821	0
0.005546741	0
0.005611661	0
0.005676581	1
0.005741501	2
0.005806421	0
0.005871341	0
0.005936261	0
0.005908996	0
0.00588173	0
0.005854465	1
0.005827199	2
0.005799933	0
0.005772668	0
0.005745402	0
0.005718137	0
0.005690871	0
0.005663605	1
0.00563634	2
0.005609074	0
0.005581809	0
0.005554543	0
0.005527277	0
0.005500012	0
0.005472746	1
0.005445481	2
0.005418215	3
0.005390949	0
0.005363684	0
0.005336418	0
0.005309153	0
0.005281887	1
0.005254621	2
0.005227356	3
0.00520009	0
0.005172825	0
0.005145559	0
0.005118293	0
0.005091028	1
0.005063762	2
0.005036497	0
0.005101905	0
0.005167313	0
0.005232721	0
0.005298129	0
0.005363537	1
0.005428945	2
0.005494353	3
0.005559761	0
0.005625169	0
0.005690577	0
0.005755985	0
0.005821393	1
0.005886802	2
0.00595221	0
0.006017618	0
0.006083026	0
0.006148434	0
0.006213842	0
0.00627925	1
0.006344658	2
0.006410066	0
0.006475474	0
0.006540882	0
0.00660629	0
0.006671698	0
0.006737106	1
0.006802514	2
0.006867923	0
0.006933331	0
0.006867459	0
0.006801587	0
0.006735715	0
0.006669844	1
0.006603972	2
0.0065381	0
0.006472228	0
0.006406356	0
0.006340485	0
0.006274613	0
0.006208741	1
0.006142869	2
0.006076998	3
0.006011126	0
0.005945254	0
0.005879382	0
0.005813511	0
0.005747639	1
0.005681767	2
0.005615895	0
0.005550023	0
0.005484152	0
0.00541828	0
0.005352408	0
0.005286536	1
0.005220665	2
0.005154793	0
0.005088921	0
0.005119556	0
0.005150191	0
0.005180826	0
0.005211461	1
0.005242096	2
0.00527273	0
0.005303365	0
0.005334	0
0.005364635	0
0.00539527	0
0.005425905	1
0.00545654	2
0.005487175	0
0.00551781	0
0.005548445	0
0.005579079	0
0.005609714	0
0.005640349	1
0.005670984	2
0.005701619	0
