Child Level,Event Name,CPU Start (ns),GPU Start (ns),GPU Duration (ns),Process Name,Thread ID,CPU Core,GPU Engine,
0,"GPU Work",0,1570599800,27800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1570641200,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1570681900,28000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1570723900,35600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1570765600,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1570805900,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1570846700,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1570888900,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1570929900,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1570971300,31700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571014600,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571070800,29700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571112200,32800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571153400,29600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571194500,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571235500,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571276500,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571317900,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571359800,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571401200,33300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571442600,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571482800,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571523800,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571565200,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571606800,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571647900,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571689300,32600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571730300,41400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571775500,29400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571811400,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571852300,31200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571895100,29900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571937600,26000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1571978600,29900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572020800,31500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572065700,29800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572107300,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572148500,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572190000,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572231000,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572271900,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572312800,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572354200,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572395600,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572436400,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572477300,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572518600,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572560600,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572601300,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572732100,39600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1572982700,46800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573032900,34400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573074000,34100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573114500,36900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573156800,33000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573199900,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573240000,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573281600,31500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573322300,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573368600,34000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573406200,32200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573446900,32400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573487800,31900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573527800,33200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573567100,32600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573611700,40900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573662200,34500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573700300,34600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573741100,33400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573780500,32600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573821600,32900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573862400,39000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573904600,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573943200,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1573984300,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574025600,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574070000,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574111100,29600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574152300,32200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574193400,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574234300,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574275400,32000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574316200,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574358300,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574399500,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574440600,32000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574481300,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574522300,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574563200,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574604600,27900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574645600,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574686300,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574727100,39400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574770000,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574808400,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574851700,35400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574892100,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574932400,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1574973300,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575014500,33600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575067500,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575108600,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575150000,31400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575190700,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575232000,27900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575273000,27800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575314300,30200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575356100,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575397800,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575440200,29900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575481900,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575523500,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575564500,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575606200,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575647600,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575688500,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575729300,36300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575770300,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575811300,29500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575853600,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575894500,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575935500,28000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1575976500,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576018100,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576063400,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576104100,38200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576146200,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576187600,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576229000,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576271200,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576312700,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576354400,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576395400,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576437000,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576478200,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576519500,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576560500,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576601900,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576643200,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576684800,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576726000,39100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576769000,29500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576814400,34700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576856200,30900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576896200,29700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576938700,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1576980500,33200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577021300,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577066100,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577107700,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577149300,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577190400,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577231500,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577272800,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577314600,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577356500,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577397400,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577438700,29500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577480600,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577522200,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577563300,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577604700,30300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577646600,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577688200,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577730400,36200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577771600,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577813100,29400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577855500,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577896600,32400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577938100,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1577979600,30700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578022000,29400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578071300,32200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578109800,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578150700,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578193700,30000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578235000,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578275900,33100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578318100,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578359000,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578400100,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578441100,29700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578481900,30400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578524100,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578565100,33800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578606200,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578646800,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578687800,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578745000,36600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578785200,29400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578825700,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578866000,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578906400,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578946500,28000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1578986900,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579027400,27900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579071700,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579111700,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579152100,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579192400,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579232700,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579272600,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579313500,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579354000,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579394300,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579434600,31700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579475300,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579515500,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579555600,28000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579596100,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579636200,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579676100,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579715600,31500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579755600,27900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579797900,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579835900,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579875400,28000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579915400,31100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579955100,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1579995200,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580037600,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580078400,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580118700,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580158900,28500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580199000,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580239600,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580279700,29900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580322100,29500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580363200,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580403200,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580443500,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580483500,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580523900,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580564100,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580604000,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580643800,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580683600,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580723900,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580764500,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580809100,30900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580846600,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580886000,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580925700,28000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1580965900,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581011700,30200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581050600,28000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581089900,30400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581129500,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581169600,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581210100,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581250500,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581291700,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581331300,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581372300,30400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581412100,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581452700,30000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581493900,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581534200,27800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581574300,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581614800,30300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581656500,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581817500,31700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581861100,30100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581901300,33000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581942400,29700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1581981800,30000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582039200,29500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582075900,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582115000,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582154800,37700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582208400,32500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582249100,32200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582288100,29600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582327000,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582372400,44800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582423400,33400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582485500,50100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582545600,37200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582591600,32400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582638400,31500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582675600,30600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582722700,31700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582759800,33900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582810500,34300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582856700,32800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582904500,32000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1582952300,51600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583007900,29700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583047300,30400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583089200,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583129600,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583165400,29500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583205900,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583245800,29600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583287000,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583327300,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583367600,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583408400,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583449000,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583490900,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583531100,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583572000,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583612400,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583654200,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583694800,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583735000,30000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583776600,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583817100,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583857600,28200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583897900,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583938100,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1583978300,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584026800,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584064700,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584105300,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584145800,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584186400,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584227400,30400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584269300,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584309400,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584349400,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584389600,29400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584430300,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584470900,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584511400,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584558200,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584591600,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584630200,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584670200,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584710300,35300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584750000,29900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584791300,29700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584832200,27900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584872500,29800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584912300,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584953000,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1584993800,28600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585047700,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585088500,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585129100,27700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585169000,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585209300,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585250200,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585290500,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585331100,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585371600,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585411700,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585452000,27900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585492200,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585532600,29500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585573200,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585613200,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585653600,31400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585693600,28900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585741900,30400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585781800,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585821700,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585862100,28700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585902100,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585942700,30900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1585982800,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586032800,30100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586074300,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586114700,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586155100,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586195400,29500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586236300,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586281000,30500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586320600,29400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586359600,29400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586400200,27900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586440500,28300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586486600,32000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586530500,31000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586570400,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586610800,29300,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586651600,33800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586691700,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586732000,27800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586772900,28400,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586813000,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586853400,29700,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586894200,29000,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586935200,28100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1586975800,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587015800,29100,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587058300,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587098200,29600,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587139600,29500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587180500,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587220900,28800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587262300,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587302700,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587343200,29200,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587384000,31900,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587423900,29800,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587462700,29500,final_project2.exe,,,Cuda,
0,"GPU Work",0,1587503300,29900,final_project2.exe,,,Cuda,
